# nx,nup,ndown,e_ghf,e_cpmc,err_cpmc,time,trial,
6.000000000000000000e+00,9.000000000000000000e+00,9.000000000000000000e+00,0.000000000000000000e+00,-5.170356298937112172e+01,1.217644014491299585e-03,8.350000000000000000e+02,fe
8.000000000000000000e+00,1.200000000000000000e+01,1.200000000000000000e+01,0.000000000000000000e+00,-6.993405567199523887e+01,1.329158441417120293e-03,1.270000000000000000e+03,fe
1.000000000000000000e+01,1.500000000000000000e+01,1.500000000000000000e+01,0.000000000000000000e+00,-8.819421244920242486e+01,1.499855949435739038e-03,1.790000000000000000e+03,fe
1.400000000000000000e+01,2.100000000000000000e+01,2.100000000000000000e+01,0.000000000000000000e+00,-1.250027211869166166e+02,1.815315863438078919e-03,1.340000000000000000e+04,cas
1.600000000000000000e+01,2.400000000000000000e+01,2.400000000000000000e+01,0.000000000000000000e+00,-1.434401804692502651e+02,1.972780475440984258e-03,1.950000000000000000e+04,cas
2.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,0.000000000000000000e+00,-1.802303039960053468e+02,2.067635947560052083e-03,4.300000000000000000e+04,cas
2.400000000000000000e+01,3.600000000000000000e+01,3.600000000000000000e+01,0.000000000000000000e+00,-2.169489640572599285e+02,2.419178514433340237e-03,1.170000000000000000e+04,fe
2.600000000000000000e+01,3.900000000000000000e+01,3.900000000000000000e+01,0.000000000000000000e+00,-2.354173219077992485e+02,2.519524109412660338e-03,1.440000000000000000e+04,fe
2.800000000000000000e+01,4.200000000000000000e+01,4.200000000000000000e+01,0.000000000000000000e+00,-2.538654243799157371e+02,2.539013935648321962e-03,1.750000000000000000e+04,fe
3.000000000000000000e+01,4.500000000000000000e+01,4.500000000000000000e+01,0.000000000000000000e+00,-2.722875771009154846e+02,2.736220961706810686e-03,2.140000000000000000e+04,fe
3.200000000000000000e+01,4.800000000000000000e+01,4.800000000000000000e+01,0.000000000000000000e+00,-2.906989525229315063e+02,2.991406466920325160e-03,2.620000000000000000e+04,fe
